Q3	Q4a	Q4b	Q4c	Q4d	Q4e	Q5a	Q5b	Q5c	Q6	Q7a	Q7b	Q7c	Q7d	Q7e	Q7f	Q7g	Q7h	Q7i	Q7j	Q7k	Q7l	Q8a	Q8b	Q8c	Q10	Q15	Q15b	Q16	Q1	CODERESP
9	9	9	9	98	98	10	10	10	9	9	9	9	98	9	9	9	9	8	8	10	8	7	7	8	7	8	8	8	5	96
9	9	8	10	8	9	10	10	10	8	9	9	9	8	9	10	10	9	10	10	10	8	9	9	10	5	10	10	9	5	98
10	10	10	9	8	98	9	9	9	8	8	8	8	98	9	10	9	9	10	7	10	8	6	6	8	10	10	9	8	5	93
8	10	98	10	98	98	10	10	10	10	10	10	10	98	98	10	9	98	10	10	10	10	5	5	5	10	8	9	8	5	49
9	9	5	9	8	98	9	9	9	9	9	8	8	8	10	8	8	98	10	10	8	8	10	10	98	5	8	8	8	5	355
9	9	98	9	7	7	10	10	10	9	9	8	8	9	9	10	8	7	10	9	9	8	8	7	8	10	8	8	8	5	196
8	9	7	8	8	98	7	10	10	8	8	8	9	9	8	9	9	98	10	10	10	8	7	7	7	8	8	8	9	5	368
8	10	98	98	98	98	9	10	10	9	10	5	10	8	8	8	8	8	8	8	8	98	7	7	7	8	8	8	8	5	291
8	8	8	7	8	98	10	10	10	8	8	8	8	8	8	5	8	10	10	7	10	7	8	5	98	10	8	10	9	5	287
9	9	10	9	98	8	9	10	10	8	9	9	9	9	9	9	10	98	9	9	10	10	8	8	9	5	10	5	8	5	73
10	10	98	10	98	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	4	98	10	5	8	5	5	356
8	8	8	8	98	98	7	9	9	9	7	7	8	98	8	7	8	8	8	8	8	98	8	8	98	8	8	8	8	5	297
9	9	9	8	6	7	5	6	6	8	8	8	7	8	8	8	9	8	9	7	8	6	5	5	8	5	5	7	8	5	442
8	8	8	8	7	7	9	9	9	9	8	8	8	8	9	9	9	8	9	9	8	7	7	7	7	6	8	8	8	5	388
8	9	8	9	7	98	10	10	10	9	9	8	9	8	7	8	9	10	8	7	9	7	7	7	8	5	9	9	8	5	212
8	7	8	8	7	98	9	9	9	8	8	8	9	98	8	8	8	8	8	7	8	7	6	6	8	9	9	9	9	5	23
8	9	98	9	7	98	9	8	8	9	8	9	8	8	9	8	9	8	9	8	9	6	7	7	7	7	9	10	8	5	393
8	8	8	8	7	5	8	10	10	8	8	8	8	98	8	6	8	98	8	7	8	7	7	7	7	8	8	8	8	5	372
8	8	7	8	98	98	9	9	5	8	8	98	7	8	8	9	7	98	8	8	8	98	5	5	8	9	8	8	8	5	302
8	9	8	8	7	98	9	8	9	8	8	8	8	8	8	9	9	8	9	7	7	7	7	7	8	8	98	8	8	5	227
8	8	8	8	6	98	9	9	7	8	7	8	9	8	8	7	8	7	8	7	8	7	8	7	98	8	8	8	8	5	348
8	8	7	7	6	98	9	9	9	8	8	8	8	8	9	8	9	7	7	6	9	8	8	7	8	9	8	9	8	5	421
8	8	9	8	6	98	9	8	9	9	9	9	9	7	7	8	9	98	8	98	8	4	8	8	98	9	8	8	7	5	309
8	8	8	7	7	6	8	9	9	7	8	7	7	7	8	6	8	7	6	6	8	6	7	7	8	5	8	10	9	5	301
8	8	8	8	7	7	9	9	9	9	8	7	8	8	8	9	9	7	8	7	9	7	7	7	8	7	7	7	7	5	19
7	9	5	5	98	98	8	8	8	8	7	7	7	8	10	98	10	10	8	8	8	8	98	98	8	10	98	6	8	5	192
8	8	9	7	9	98	9	9	9	8	8	8	8	7	8	8	9	98	7	8	7	7	7	7	7	7	7	7	7	5	369
8	8	6	8	8	8	9	9	9	8	8	8	8	98	7	7	8	7	7	7	8	6	8	9	8	5	7	7	7	5	169
8	10	7	7	6	6	8	8	10	8	8	8	7	98	7	7	7	7	8	7	9	6	6	6	98	7	7	7	7	5	321
9	8	8	8	8	98	7	9	9	8	8	9	98	7	9	7	7	7	10	8	8	98	8	7	8	7	8	9	6	5	146
8	8	7	8	8	8	10	10	10	8	8	98	9	6	9	9	10	8	9	8	10	7	8	7	98	5	8	8	7	5	188
8	9	8	8	7	7	8	10	10	8	8	9	8	8	8	9	9	9	7	8	9	7	8	8	8	8	8	8	7	5	176
7	7	7	7	7	4	7	8	8	8	8	9	9	8	8	98	8	98	7	8	8	7	5	5	8	8	8	8	8	5	366
9	10	8	10	9	98	10	10	10	8	10	98	9	8	8	10	10	8	9	8	10	98	8	8	9	10	8	9	6	5	296
8	8	7	8	6	5	7	7	8	8	7	6	7	6	6	7	8	7	7	7	8	7	7	7	7	7	8	8	7	5	126
9	8	8	8	98	8	8	8	8	8	8	98	8	8	8	8	8	8	8	8	8	98	98	98	98	8	8	8	5	5	261
8	8	8	9	7	7	7	8	7	8	7	7	7	7	7	7	8	7	7	6	8	7	7	7	7	7	7	6	6	5	434
7	7	7	8	5	7	8	8	8	8	7	8	7	7	6	8	6	7	7	8	8	8	5	5	6	10	8	8	7	5	72
8	8	7	9	5	5	9	8	8	8	9	8	9	7	7	8	8	9	9	8	8	6	6	6	7	7	7	7	6	5	364
7	7	8	7	7	6	9	8	8	8	8	8	7	7	8	8	8	9	8	9	8	7	7	7	7	8	8	7	7	5	382
8	7	6	6	7	5	7	8	8	7	9	8	7	6	8	7	8	7	7	7	8	6	7	7	8	9	8	8	7	5	399
8	7	7	7	7	7	8	8	8	7	8	7	7	7	6	7	8	98	7	7	8	7	7	7	7	7	7	7	7	5	367
8	8	98	7	7	98	8	10	10	7	8	7	7	7	7	7	7	7	7	7	8	7	98	7	98	6	7	6	7	5	41
8	8	8	7	6	4	10	10	10	7	8	7	8	7	8	6	6	7	7	6	7	5	6	7	7	1	7	7	7	5	145
8	8	8	7	98	98	10	10	10	7	8	8	8	8	7	8	8	98	7	7	8	7	6	6	98	10	8	8	7	5	409
7	7	98	7	5	98	9	8	9	7	7	9	8	8	7	7	7	9	8	8	9	8	5	5	5	5	7	7	7	5	45
8	10	10	10	8	8	10	10	10	8	10	8	8	8	7	7	10	5	9	8	9	9	8	8	5	5	5	5	5	5	162
8	7	7	5	98	98	8	8	8	8	8	98	98	7	10	6	9	98	7	9	9	98	6	6	6	7	7	7	5	5	210
7	7	98	8	8	8	8	8	8	7	7	9	8	8	8	7	9	8	9	7	9	6	7	5	98	7	8	6	6	5	424
7	8	7	7	5	3	7	9	8	6	7	9	5	98	6	7	7	8	8	5	9	6	6	7	6	8	8	8	7	5	257
7	8	8	6	7	5	7	7	9	7	7	7	6	7	8	7	9	98	7	5	7	5	5	5	6	5	7	7	6	5	213
8	5	5	5	5	5	7	7	7	7	6	5	6	6	7	7	7	5	7	5	7	3	5	5	5	5	5	5	5	5	9
7	6	7	7	5	5	7	7	7	7	6	5	6	6	7	8	8	6	6	6	7	6	7	7	7	7	6	6	6	5	403
7	8	6	8	7	6	9	8	8	7	8	8	7	7	8	8	7	7	8	7	8	6	6	6	5	5	7	6	5	5	407
7	7	98	7	6	98	9	9	9	5	8	7	5	7	6	7	7	8	6	4	7	4	98	98	98	7	98	7	6	5	375
7	7	98	6	5	5	6	7	7	4	6	98	98	98	7	5	6	6	7	7	8	5	3	5	5	2	4	4	4	5	305
6	7	5	6	4	3	7	7	7	4	5	5	5	8	7	7	6	5	6	6	8	4	4	5	98	7	6	6	5	5	268
5	7	5	5	8	98	9	9	9	5	8	8	9	8	8	8	5	9	6	5	8	6	8	8	8	8	7	7	5	5	140
6	7	5	7	5	2	4	6	3	4	4	4	6	5	5	7	6	3	7	5	8	6	4	4	4	4	3	3	3	5	48
5	6	5	6	4	98	9	8	9	4	7	8	5	7	4	5	6	7	8	4	6	4	3	6	5	4	5	5	5	5	319
2	6	6	2	2	6	10	10	10	2	5	6	2	2	2	6	2	98	5	2	8	2	2	2	4	2	2	2	5	5	280
6	5	6	5	4	98	9	8	8	5	6	5	4	5	6	7	7	6	7	5	7	4	5	6	5	4	6	5	5	5	451
9	10	10	10	8	98	8	10	10	8	10	10	9	10	10	7	10	10	9	9	10	7	10	10	10	6	5	4	8	5	295
10	10	6	9	7	5	10	10	10	10	10	10	10	10	10	10	10	10	8	10	10	8	6	6	7	10	10	10	9	5	152
10	10	8	10	8	98	8	10	9	10	8	8	9	10	10	10	10	9	8	8	10	7	9	10	8	8	10	10	8	5	262
10	10	10	10	8	8	9	10	10	9	9	9	8	9	8	10	10	9	10	8	10	8	8	8	9	9	9	9	9	5	423
10	10	98	10	8	98	9	9	9	9	9	9	9	98	10	9	9	98	10	9	10	7	8	8	10	10	10	8	9	5	22
10	10	98	10	98	98	10	10	10	10	10	10	10	10	10	10	10	10	10	7	10	10	98	98	98	10	10	10	8	5	136
10	9	9	10	8	8	10	9	9	9	9	10	9	8	8	10	10	10	10	10	9	9	8	8	9	9	10	9	9	5	371
9	10	8	9	7	98	9	9	9	9	9	8	9	9	8	9	10	98	8	8	10	7	8	8	9	9	9	10	8	5	252
9	9	9	9	98	98	10	10	10	9	9	9	9	98	9	9	9	9	8	8	10	8	7	7	8	7	8	8	8	5	96
9	9	8	10	8	9	10	10	10	8	9	9	9	8	9	10	10	9	10	10	10	8	9	9	10	5	10	10	9	5	98
10	10	10	9	8	98	9	9	9	8	8	8	8	98	9	10	9	9	10	7	10	8	6	6	8	10	10	9	8	5	93
8	10	98	10	98	98	10	10	10	10	10	10	10	98	98	10	9	98	10	10	10	10	5	5	5	10	8	9	8	5	49
9	9	5	9	8	98	9	9	9	9	9	8	8	8	10	8	8	98	10	10	8	8	10	10	98	5	8	8	8	5	355
9	9	98	9	7	7	10	10	10	9	9	8	8	9	9	10	8	7	10	9	9	8	8	7	8	10	8	8	8	5	196
8	9	7	8	8	98	7	10	10	8	8	8	9	9	8	9	9	98	10	10	10	8	7	7	7	8	8	8	9	5	368
8	10	98	98	98	98	9	10	10	9	10	5	10	8	8	8	8	8	8	8	8	98	7	7	7	8	8	8	8	5	291
8	8	8	7	8	98	10	10	10	8	8	8	8	8	8	5	8	10	10	7	10	7	8	5	98	10	8	10	9	5	287
9	9	10	9	98	8	9	10	10	8	9	9	9	9	9	9	10	98	9	9	10	10	8	8	9	5	10	5	8	5	73
10	10	98	10	98	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	4	98	10	5	8	5	5	356
8	8	8	8	98	98	7	9	9	9	7	7	8	98	8	7	8	8	8	8	8	98	8	8	98	8	8	8	8	5	297
9	9	9	8	6	7	5	6	6	8	8	8	7	8	8	8	9	8	9	7	8	6	5	5	8	5	5	7	8	5	442
8	8	8	8	7	7	9	9	9	9	8	8	8	8	9	9	9	8	9	9	8	7	7	7	7	6	8	8	8	5	388
8	9	8	9	7	98	10	10	10	9	9	8	9	8	7	8	9	10	8	7	9	7	7	7	8	5	9	9	8	5	212
8	7	8	8	7	98	9	9	9	8	8	8	9	98	8	8	8	8	8	7	8	7	6	6	8	9	9	9	9	5	23
8	9	98	9	7	98	9	8	8	9	8	9	8	8	9	8	9	8	9	8	9	6	7	7	7	7	9	10	8	5	393
8	8	8	8	7	5	8	10	10	8	8	8	8	98	8	6	8	98	8	7	8	7	7	7	7	8	8	8	8	5	372
8	8	7	8	98	98	9	9	5	8	8	98	7	8	8	9	7	98	8	8	8	98	5	5	8	9	8	8	8	5	302
8	9	8	8	7	98	9	8	9	8	8	8	8	8	8	9	9	8	9	7	7	7	7	7	8	8	98	8	8	5	227
8	8	8	8	6	98	9	9	7	8	7	8	9	8	8	7	8	7	8	7	8	7	8	7	98	8	8	8	8	5	348
8	8	7	7	6	98	9	9	9	8	8	8	8	8	9	8	9	7	7	6	9	8	8	7	8	9	8	9	8	5	421
8	8	9	8	6	98	9	8	9	9	9	9	9	7	7	8	9	98	8	98	8	4	8	8	98	9	8	8	7	5	309
8	8	8	7	7	6	8	9	9	7	8	7	7	7	8	6	8	7	6	6	8	6	7	7	8	5	8	10	9	5	301
8	8	8	8	7	7	9	9	9	9	8	7	8	8	8	9	9	7	8	7	9	7	7	7	8	7	7	7	7	5	19
7	9	5	5	98	98	8	8	8	8	7	7	7	8	10	98	10	10	8	8	8	8	98	98	8	10	98	6	8	5	192
8	8	9	7	9	98	9	9	9	8	8	8	8	7	8	8	9	98	7	8	7	7	7	7	7	7	7	7	7	5	369
8	8	6	8	8	8	9	9	9	8	8	8	8	98	7	7	8	7	7	7	8	6	8	9	8	5	7	7	7	5	169
8	10	7	7	6	6	8	8	10	8	8	8	7	98	7	7	7	7	8	7	9	6	6	6	98	7	7	7	7	5	321
9	8	8	8	8	98	7	9	9	8	8	9	98	7	9	7	7	7	10	8	8	98	8	7	8	7	8	9	6	5	146
8	8	7	8	8	8	10	10	10	8	8	98	9	6	9	9	10	8	9	8	10	7	8	7	98	5	8	8	7	5	188
8	9	8	8	7	7	8	10	10	8	8	9	8	8	8	9	9	9	7	8	9	7	8	8	8	8	8	8	7	5	176
7	7	7	7	7	4	7	8	8	8	8	9	9	8	8	98	8	98	7	8	8	7	5	5	8	8	8	8	8	5	366
9	10	8	10	9	98	10	10	10	8	10	98	9	8	8	10	10	8	9	8	10	98	8	8	9	10	8	9	6	5	296
8	8	7	8	6	5	7	7	8	8	7	6	7	6	6	7	8	7	7	7	8	7	7	7	7	7	8	8	7	5	126
9	8	8	8	98	8	8	8	8	8	8	98	8	8	8	8	8	8	8	8	8	98	98	98	98	8	8	8	5	5	261
8	8	8	9	7	7	7	8	7	8	7	7	7	7	7	7	8	7	7	6	8	7	7	7	7	7	7	6	6	5	434
7	7	7	8	5	7	8	8	8	8	7	8	7	7	6	8	6	7	7	8	8	8	5	5	6	10	8	8	7	5	72
8	8	7	9	5	5	9	8	8	8	9	8	9	7	7	8	8	9	9	8	8	6	6	6	7	7	7	7	6	5	364
7	7	8	7	7	6	9	8	8	8	8	8	7	7	8	8	8	9	8	9	8	7	7	7	7	8	8	7	7	5	382
8	7	6	6	7	5	7	8	8	7	9	8	7	6	8	7	8	7	7	7	8	6	7	7	8	9	8	8	7	5	399
8	7	7	7	7	7	8	8	8	7	8	7	7	7	6	7	8	98	7	7	8	7	7	7	7	7	7	7	7	5	367
8	8	98	7	7	98	8	10	10	7	8	7	7	7	7	7	7	7	7	7	8	7	98	7	98	6	7	6	7	5	41
8	8	8	7	6	4	10	10	10	7	8	7	8	7	8	6	6	7	7	6	7	5	6	7	7	1	7	7	7	5	145
8	8	8	7	98	98	10	10	10	7	8	8	8	8	7	8	8	98	7	7	8	7	6	6	98	10	8	8	7	5	409
7	7	98	7	5	98	9	8	9	7	7	9	8	8	7	7	7	9	8	8	9	8	5	5	5	5	7	7	7	5	45
8	10	10	10	8	8	10	10	10	8	10	8	8	8	7	7	10	5	9	8	9	9	8	8	5	5	5	5	5	5	162
8	7	7	5	98	98	8	8	8	8	8	98	98	7	10	6	9	98	7	9	9	98	6	6	6	7	7	7	5	5	210
7	7	98	8	8	8	8	8	8	7	7	9	8	8	8	7	9	8	9	7	9	6	7	5	98	7	8	6	6	5	424
7	8	7	7	5	3	7	9	8	6	7	9	5	98	6	7	7	8	8	5	9	6	6	7	6	8	8	8	7	5	257
7	8	8	6	7	5	7	7	9	7	7	7	6	7	8	7	9	98	7	5	7	5	5	5	6	5	7	7	6	5	213
8	5	5	5	5	5	7	7	7	7	6	5	6	6	7	7	7	5	7	5	7	3	5	5	5	5	5	5	5	5	9
7	6	7	7	5	5	7	7	7	7	6	5	6	6	7	8	8	6	6	6	7	6	7	7	7	7	6	6	6	5	403
7	8	6	8	7	6	9	8	8	7	8	8	7	7	8	8	7	7	8	7	8	6	6	6	5	5	7	6	5	5	407
7	7	98	7	6	98	9	9	9	5	8	7	5	7	6	7	7	8	6	4	7	4	98	98	98	7	98	7	6	5	375
7	7	98	6	5	5	6	7	7	4	6	98	98	98	7	5	6	6	7	7	8	5	3	5	5	2	4	4	4	5	305
6	7	5	6	4	3	7	7	7	4	5	5	5	8	7	7	6	5	6	6	8	4	4	5	98	7	6	6	5	5	268
5	7	5	5	8	98	9	9	9	5	8	8	9	8	8	8	5	9	6	5	8	6	8	8	8	8	7	7	5	5	140
6	7	5	7	5	2	4	6	3	4	4	4	6	5	5	7	6	3	7	5	8	6	4	4	4	4	3	3	3	5	48
8	5	5	5	5	5	10	10	10	5	8	8	8	98	5	3	8	98	2	4	5	4	5	5	98	6	5	5	7	6	95
7	98	5	5	3	98	8	8	8	5	6	6	5	98	5	6	5	5	7	7	6	3	5	5	5	3	5	5	5	6	124
6	7	8	5	5	98	9	10	9	6	5	98	8	98	4	5	8	98	9	98	6	5	6	6	98	5	5	4	6	6	350
7	7	5	7	5	5	8	5	7	7	7	98	7	5	7	7	7	5	7	7	7	5	4	4	98	8	98	1	5	6	241
10	10	5	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	6	347
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	418
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	9	9	10	10	10	10	6	139
9	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	6	156
9	10	10	10	10	98	10	10	10	10	10	98	10	10	10	10	10	98	9	10	10	10	10	10	98	10	10	10	10	6	315
9	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	10	6	29
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	158
9	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	8	10	8	10	10	10	9	6	137
1	10	98	10	8	7	10	10	10	10	8	8	8	8	8	8	9	8	10	10	10	8	7	7	98	10	10	10	8	6	142
1	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	8	10	10	8	8	10	10	10	10	10	6	281
10	10	9	10	98	98	8	9	9	9	8	9	9	98	9	10	10	8	10	10	10	7	10	10	98	10	9	10	9	6	406
9	9	98	9	7	98	10	9	9	9	9	7	9	9	9	10	10	98	10	8	10	7	9	9	8	10	10	9	9	6	76
9	10	7	5	5	5	8	9	9	9	9	8	10	9	9	10	9	9	10	8	10	5	7	8	7	9	10	10	9	6	159
9	10	10	10	10	98	10	10	10	9	10	98	10	98	8	8	10	10	10	7	10	7	8	8	10	10	10	10	9	6	112
10	10	10	10	10	7	8	9	9	9	10	10	10	10	10	10	10	10	10	9	10	10	9	9	9	10	10	10	8	6	33
8	10	8	9	8	98	10	10	10	9	9	5	5	5	5	5	5	5	9	9	10	8	8	8	8	10	10	10	10	6	317
9	9	9	9	7	9	1	9	9	9	8	8	8	8	8	9	9	98	9	9	10	6	7	8	6	8	8	8	8	6	11
9	9	9	9	8	6	9	9	10	9	9	8	9	9	9	9	10	8	9	9	10	8	8	8	8	9	9	9	8	6	62
8	8	98	8	8	98	9	9	10	10	9	98	9	8	10	10	10	9	9	10	10	9	8	8	98	1	8	8	8	6	163
9	10	8	8	5	5	8	9	7	8	8	7	9	7	6	8	8	7	6	7	8	5	6	7	98	9	9	8	9	6	405
7	8	8	8	8	98	8	8	8	8	8	98	8	8	8	98	8	98	10	10	10	10	8	8	98	10	8	10	8	6	172
7	10	98	10	10	98	10	10	10	8	10	10	8	8	10	10	10	10	10	8	10	10	98	98	98	10	10	10	10	6	129
7	10	8	10	6	98	10	10	10	9	8	10	9	9	8	10	9	98	8	8	10	8	8	8	98	10	10	10	9	6	123
7	9	98	9	9	9	10	10	10	9	10	9	9	9	9	9	9	9	9	8	8	9	8	8	98	10	10	10	8	6	332
7	10	9	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	4	7	8	9	5	6	154
7	10	5	10	98	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	98	10	10	5	10	8	10	5	6	102
7	9	7	8	7	98	8	8	8	8	8	6	7	7	7	7	7	9	8	6	8	6	6	7	6	8	9	9	8	6	326
7	8	98	7	6	5	10	10	10	10	9	98	7	6	6	5	9	98	8	6	8	4	4	5	98	2	7	7	7	6	306
7	8	98	8	7	98	9	9	9	9	8	8	5	9	8	8	9	98	8	8	8	6	8	8	5	8	8	8	8	6	453
7	8	7	8	7	7	9	9	9	9	8	9	8	8	8	9	8	8	9	8	9	8	7	8	98	8	8	9	8	6	351
7	10	7	10	8	7	10	10	10	7	10	10	10	8	8	7	9	10	7	8	10	4	6	7	4	10	10	10	7	6	335
8	10	8	10	5	7	9	9	10	9	10	7	10	8	8	9	10	98	7	8	8	8	5	6	6	7	9	9	6	6	260
8	9	5	5	3	5	5	5	5	10	10	8	10	5	8	9	8	98	8	8	8	3	3	3	3	4	5	5	5	6	345
7	7	7	8	7	7	9	10	9	8	8	8	6	8	7	8	7	8	9	8	10	7	7	7	8	8	8	9	7	6	316
8	10	8	9	7	5	9	9	7	6	10	8	8	9	9	8	10	9	10	8	10	8	7	7	10	9	10	10	8	6	217
8	8	8	8	5	98	98	10	10	7	7	5	7	5	6	8	7	5	7	5	7	5	6	5	6	10	8	8	7	6	445
8	10	7	7	5	5	6	6	7	7	8	6	5	7	6	5	8	7	9	4	8	3	5	6	6	6	8	7	7	6	190
8	10	10	10	98	98	9	10	10	5	8	7	8	98	10	10	8	8	10	8	10	8	8	8	10	10	8	8	8	6	178
8	8	9	9	98	98	8	8	8	8	9	9	9	8	9	9	9	98	10	7	10	7	8	8	98	5	9	10	5	6	114
7	8	98	8	5	98	8	10	10	7	7	7	7	6	3	6	7	98	7	7	8	7	6	6	98	3	8	6	6	6	299
8	8	8	8	7	5	9	9	9	5	8	8	7	8	7	8	8	98	8	8	8	7	7	7	7	8	8	8	6	6	64
7	7	98	7	6	98	5	9	7	5	7	7	98	98	7	7	7	98	8	8	8	8	5	5	98	7	5	6	5	6	402
8	5	5	5	5	5	10	10	10	5	8	8	8	98	5	3	8	98	2	4	5	4	5	5	98	6	5	5	7	6	95
7	98	5	5	3	98	8	8	8	5	6	6	5	98	5	6	5	5	7	7	6	3	5	5	5	3	5	5	5	6	124
6	7	8	5	5	98	9	10	9	6	5	98	8	98	4	5	8	98	9	98	6	5	6	6	98	5	5	4	6	6	350
7	7	5	7	5	5	8	5	7	7	7	98	7	5	7	7	7	5	7	7	7	5	4	4	98	8	98	1	5	6	241
10	10	5	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	6	347
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	418
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	9	9	10	10	10	10	6	139
9	10	9	10	10	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	10	10	6	156
9	10	10	10	10	98	10	10	10	10	10	98	10	10	10	10	10	98	9	10	10	10	10	10	98	10	10	10	10	6	315
9	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	10	10	6	29
9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	6	158
9	10	10	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	8	8	10	8	10	10	10	9	6	137
1	10	98	10	8	7	10	10	10	10	8	8	8	8	8	8	9	8	10	10	10	8	7	7	98	10	10	10	8	6	142
1	10	10	10	10	10	10	10	10	8	10	10	10	10	10	10	10	10	10	8	10	10	8	8	10	10	10	10	10	6	281
10	10	9	10	98	98	8	9	9	9	8	9	9	98	9	10	10	8	10	10	10	7	10	10	98	10	9	10	9	6	406
9	9	98	9	7	98	10	9	9	9	9	7	9	9	9	10	10	98	10	8	10	7	9	9	8	10	10	9	9	6	76
9	10	7	5	5	5	8	9	9	9	9	8	10	9	9	10	9	9	10	8	10	5	7	8	7	9	10	10	9	6	159
9	10	10	10	10	98	10	10	10	9	10	98	10	98	8	8	10	10	10	7	10	7	8	8	10	10	10	10	9	6	112
10	10	10	10	10	7	8	9	9	9	10	10	10	10	10	10	10	10	10	9	10	10	9	9	9	10	10	10	8	6	33
8	10	8	9	8	98	10	10	10	9	9	5	5	5	5	5	5	5	9	9	10	8	8	8	8	10	10	10	10	6	317
9	9	9	9	7	9	1	9	9	9	8	8	8	8	8	9	9	98	9	9	10	6	7	8	6	8	8	8	8	6	11
9	9	9	9	8	6	9	9	10	9	9	8	9	9	9	9	10	8	9	9	10	8	8	8	8	9	9	9	8	6	62
8	8	98	8	8	98	9	9	10	10	9	98	9	8	10	10	10	9	9	10	10	9	8	8	98	1	8	8	8	6	163
9	10	8	8	5	5	8	9	7	8	8	7	9	7	6	8	8	7	6	7	8	5	6	7	98	9	9	8	9	6	405
7	8	8	8	8	98	8	8	8	8	8	98	8	8	8	98	8	98	10	10	10	10	8	8	98	10	8	10	8	6	172
7	10	98	10	10	98	10	10	10	8	10	10	8	8	10	10	10	10	10	8	10	10	98	98	98	10	10	10	10	6	129
7	10	8	10	6	98	10	10	10	9	8	10	9	9	8	10	9	98	8	8	10	8	8	8	98	10	10	10	9	6	123
7	9	98	9	9	9	10	10	10	9	10	9	9	9	9	9	9	9	9	8	8	9	8	8	98	10	10	10	8	6	332
7	10	9	10	10	98	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	5	4	7	8	9	5	6	154
7	10	5	10	98	98	10	10	10	10	10	10	10	10	10	10	10	98	10	10	10	98	10	10	5	10	8	10	5	6	102
7	9	7	8	7	98	8	8	8	8	8	6	7	7	7	7	7	9	8	6	8	6	6	7	6	8	9	9	8	6	326
7	8	98	7	6	5	10	10	10	10	9	98	7	6	6	5	9	98	8	6	8	4	4	5	98	2	7	7	7	6	306
7	8	98	8	7	98	9	9	9	9	8	8	5	9	8	8	9	98	8	8	8	6	8	8	5	8	8	8	8	6	453
7	8	7	8	7	7	9	9	9	9	8	9	8	8	8	9	8	8	9	8	9	8	7	8	98	8	8	9	8	6	351
7	10	7	10	8	7	10	10	10	7	10	10	10	8	8	7	9	10	7	8	10	4	6	7	4	10	10	10	7	6	335
8	10	8	10	5	7	9	9	10	9	10	7	10	8	8	9	10	98	7	8	8	8	5	6	6	7	9	9	6	6	260
8	9	5	5	3	5	5	5	5	10	10	8	10	5	8	9	8	98	8	8	8	3	3	3	3	4	5	5	5	6	345
7	7	7	8	7	7	9	10	9	8	8	8	6	8	7	8	7	8	9	8	10	7	7	7	8	8	8	9	7	6	316
8	10	8	9	7	5	9	9	7	6	10	8	8	9	9	8	10	9	10	8	10	8	7	7	10	9	10	10	8	6	217
8	8	8	8	5	98	98	10	10	7	7	5	7	5	6	8	7	5	7	5	7	5	6	5	6	10	8	8	7	6	445
8	10	7	7	5	5	6	6	7	7	8	6	5	7	6	5	8	7	9	4	8	3	5	6	6	6	8	7	7	6	190
8	10	10	10	98	98	9	10	10	5	8	7	8	98	10	10	8	8	10	8	10	8	8	8	10	10	8	8	8	6	178
8	8	9	9	98	98	8	8	8	8	9	9	9	8	9	9	9	98	10	7	10	7	8	8	98	5	9	10	5	6	114
7	8	98	8	5	98	8	10	10	7	7	7	7	6	3	6	7	98	7	7	8	7	6	6	98	3	8	6	6	6	299
8	8	8	8	7	5	9	9	9	5	8	8	7	8	7	8	8	98	8	8	8	7	7	7	7	8	8	8	6	6	64
7	7	98	7	6	98	5	9	7	5	7	7	98	98	7	7	7	98	8	8	8	8	5	5	98	7	5	6	5	6	402
5	7	98	5	5	5	6	4	5	4	5	98	5	5	4	6	6	98	6	4	6	4	5	5	98	4	5	5	5	7	353
5	6	6	5	5	5	9	9	9	4	6	6	4	98	4	5	4	5	4	4	6	5	4	4	6	3	5	5	4	7	168
